ID,LX,LY,Hmax,Gele,lowBranch,crownV,H,DBH,Volume,Biomass,species_name,species_code
226535,399546.28,6786046.13,24.71203001,133.41797,2.82823157,359.4561686,25.03553016,27.40190437,0.751537722,331.3516254,Deciduous tree (Birch),3
226593,399548.71,6786074.3,26.53250274,134.6674973,3.523490656,208.1491237,27.20641429,30.32088056,0.929217216,466.3552046,Deciduous tree (Birch),3
226594,399548.07,6786032.49,24.70297209,133.7370279,4.655058485,265.0249826,24.97854286,25.81552738,0.634793253,332.2653318,Norway Spruce,2
226595,399548.57,6786023.44,20.37060606,133.9193939,6.360905172,78.26322109,20.64949762,19.97560873,0.357087469,183.2096928,Norway Spruce,2
226596,399548.32,6786021.02,21.07640845,133.9935915,3.783503595,71.46497191,21.70062738,20.70650093,0.386977341,215.1674924,Deciduous tree (Birch),3
226611,399549.19,6786080.15,20.26390469,135.2260953,3.025344154,110.6459162,21.2586254,19.61652024,0.298322389,151.03634,Deciduous tree (Birch),3
226612,399547.74,6786076.21,26.67020847,134.9597915,3.503665003,183.0979795,26.83836455,29.40054921,0.861441762,443.0294068,Deciduous tree (Birch),3
226613,399548.9,6786007.63,21.45324178,133.9967582,3.039612057,363.1472586,22.24773876,24.67610913,0.484682837,276.3614287,Deciduous tree (Birch),3
226633,399549.2,6786014.98,23.0106271,133.9093729,5.118718591,251.2040048,23.01944206,26.42675119,0.623632074,297.1118469,Norway Spruce,2
226634,399549.59,6786010.66,21.98225155,133.8277484,6.934552928,91.32801533,22.63825794,22.89247222,0.444357608,242.6333515,Norway Spruce,2
226682,399551.8,6786000.21,9.912458495,133.8375415,2.799695276,27.26519011,11.2277381,10.62813016,0.053766221,29.47735678,Deciduous tree (Birch),3
226703,399551.34,6786074.93,25.23626593,134.7337341,5.315753125,153.5132153,25.73720873,24.71308175,0.635144889,335.4216277,Norway Spruce,2
226704,399550.54,6786062.33,16.12508925,134.3549107,2.376437884,100.1423414,16.21469563,15.42432222,0.170213446,95.07751004,Norway Spruce,2
226705,399551.09,6786039.34,24.55962293,133.5203771,4.955648233,200.9112115,24.72385317,27.45797222,0.689383953,369.6785688,Norway Spruce,2
226752,399551.33,6786065.21,19.74053305,134.549467,2.255979581,244.951242,20.39590238,21.53225694,0.375457182,196.8001715,Scots pine,1
226753,399551.92,6786027.09,21.72041391,133.8195861,5.69656066,156.2625745,21.78906878,21.91734583,0.427145161,224.5155196,Norway Spruce,2
226754,399551.73,6786004.86,16.97437539,133.6456246,3.48217059,80.87391804,17.88306389,19.95756905,0.269097385,144.3104484,Norway Spruce,2
226775,399552.76,6786080.51,21.08866229,135.4013377,2.750520726,97.98357802,21.98758175,20.77025093,0.369460968,169.9562815,Deciduous tree (Birch),3
226776,399552.29,6786077.65,23.30491525,134.9250847,3.758256863,98.68519513,23.96055714,24.80707321,0.562165613,259.859393,Deciduous tree (Birch),3
226822,399553.24,6786033.26,23.51851843,133.4814816,5.485544132,273.1754413,23.87673838,26.42305754,0.620591362,288.8709849,Norway Spruce,2
226823,399553.09,6786007.47,20.76043038,133.5395696,9.752597661,81.88771979,21.53703241,22.59897103,0.437975821,203.1596537,Norway Spruce,2
226870,399554.09,6786071.35,25.00246074,134.5575393,2.167621757,526.4571604,25.58644841,26.63837222,0.694270824,361.4475109,Deciduous tree (Birch),3
226871,399554.27,6786037.92,24.53587572,133.6441243,2.803717535,919.2785925,24.7217754,31.09365853,0.916708686,437.687712,Deciduous tree (Birch),3
226872,399554.49,6786030.38,24.64701145,133.3929885,8.944831004,206.4429883,24.91973095,29.77981865,0.79194405,380.2269395,Norway Spruce,2
226873,399554.24,6786020.36,22.82924528,134.1007547,7.821953489,246.0447469,22.90089444,22.53103016,0.499551558,271.7405384,Norway Spruce,2
